0	1	Learn how to control the information that's collected, stored, and shared when you use the Google Chrome browser on your computer or mobile device, Chrome OS, and when you enable Safe Browsing in Chrome. Although this policy describes features that are specific to Chrome, any personal information that is provided to Google or stored in your Google Account will be used and protected in accordance with the Google Privacy Policy, as changed from time to time. Googleâs retention policy describes how and why Google retains data.
1	1	If Google Play apps have been enabled on your Chromebook, the use and protection of information collected by Google Play or the Android operating system is governed by the Google Play Terms of Service and Google Privacy Policy. Details specific to Chrome are provided in this Notice where relevant.
2	1	"In this Privacy Notice, we use the term ""Chrome"" to refer to all the products in the Chrome family listed above. If there are differences in our policy between products, we'll point them out. We change this Privacy Notice from time to time."
3	1	"""Beta,"" ""Dev,"" or ""Canary"" versions of Chrome let you test new features still being created in Chrome. This Privacy Notice applies to all versions of Chrome, but might not be up-to-date for features still under development."
4	1	For step-by-step guides to managing your privacy preferences, read this overview of Chrome's privacy controls.
5	1	You don't need to provide any personal information to use Chrome, but Chrome has different modes that you can use to change or improve your browsing experience. Privacy practices are different depending on the mode that you're using.
6	1	The basic browser mode stores information locally on your system. This information might include:
7	1	Browsing history information. For example, Chrome stores the URLs of pages that you visit, a cache of text, images and other resources from those pages, and, if the network actions prediction feature is turned on, a list of some of the IP addresses linked from those pages.
8	1	Personal information and passwords, to help you fill out forms or sign in to sites you visit.
9	1	A list of permissions that you have granted to websites.
10	1	Thumbnail-sized screenshots of pages that you visit most often.
11	1	Cookies or data from websites that you visit.
12	1	Data saved by add-ons.
13	1	A record of what you downloaded from websites.
14	1	You can manage this information in several ways:
15	1	You can delete your browsing history information.
16	1	You can manage or delete stored browsing data from the Cookies and Site Data dialog.
17	1	You can stop Chrome from accepting cookies. Learn more.
18	1	You can review stored passwords in Chrome settings. Learn more.
19	1	You can view and manage your stored Autofill information. Learn more.
20	1	The personal information that Chrome stores won't be sent to Google unless you choose to store that data in your Google Account by turning on sync, or, in the case of payment cards and billing information, choosing specific payment card and billing information to store in your Google Payments account. Learn More.
21	1	"Information for website operators. Sites that you visit using Chrome will automatically receive standard log information, including your systemâs IP address and data from cookies. In general, the fact that you use Chrome to access Google services, such as Gmail, does not cause Google to receive any additional personally identifying information about you. On Google websites and other websites that opt in, if Chrome detects signs that you are being actively attacked by someone on the network (a ""man in the middle attack""), Chrome may send information about that connection to Google or the website you visited to help determine the extent of the attack and how the attack functions. Google provides participating website owners with reports about attacks occurring on their sites."
22	1	Prerendering. To load web pages faster, Chrome has a setting that can look up the IP addresses of links on a web page and open network connections. Sites and Android apps can also ask the browser to preload the pages you might visit next. Preloading requests from Android apps are controlled by the same setting as Chrome-initiated predictions. But preloading instructions from sites are always performed, regardless of whether Chromeâs network prediction feature is enabled. If prerendering is requested, whether by Chrome or by a site or app, the preloaded site is allowed to set and read its own cookies just as if you had visited it, even if you donât end up visiting the prerendered page. Learn more.
23	1	Location. To get more geographically relevant information, Chrome gives you the option to share your location with a site. Chrome won't allow a site to access your location without your permission; however, on mobile devices, Chrome automatically shares your location with your default search engine if the Chrome app has permission to access your location and you havenât blocked geolocation for the associated web site. Chrome uses Google Location Services to estimate your location. The information that Chrome sends to Google Location Services may include:
24	1	Google doesn't have control over third-party websites or their privacy practices, so be cautious when sharing your location with a website.
