0	1	PRIVACY POLICY
1	1	
2	1	"CamelGames Inc. (collectively, ""Camel Games"" or ""Camel"") respect theprivacy of its online visitors and users of its products and services. CamelGames recognizes the importance of protecting information collected from usersand has adopted this privacy policy to inform users about how Camel Gamesgathers, stores, and uses information derived from their use of Camel Gamesproducts, services and online sites."
3	1	
4	1	Thispolicy is current as of its last revision date. However, please note that thispolicy may be amended from time to time to reflect changes and additions to theprivacy policy. Please check back for the most current version before relyingon any of the provisions in this privacy policy.
5	1	
6	1	Collectionof Information
7	1	
8	1	Byusing Camel Games's online sites, games, products, and services, users agreethat Camel Games collects and processes the personally identifiable information(as defined below) they provide by creating a Camel account, by purchasing orselling subscriptions, or during any exchange with Camel Games in connectionwith the use of their Camel account. Camel Games will not share any personallyidentifiable information with other parties except as described in this policy.Camel Games also processes anonymous data, aggregated or not, in order toanalyze and produce statistics related to the habits, usage patterns, anddemographics of users as a group or as individuals. Such anonymous data doesnot allow the identification of the users to which it relates. Camel Games mayshare anonymous data, aggregated or not, with third parties.
9	1	
10	1	PersonallyIdentifiable Information
11	1	
12	1	"""Personallyidentifiable information"" is information that can be used to uniquelyidentify a user such as name, address or credit card number. If you are an EUuser, ""personally identifiable information"" means ""personal data""within the meaning of article 2 a) of the Directive 95/46 of 24 October 1995.You may be asked to provide personally identifiable information during the signin process, and then in connection with the use of Camel Games's products,services and online sites. While Camel Games collects personally identifiableinformation on a voluntary basis, for certain products and services CamelGames's collection of personally identifiable information may be a requirementfor access to the product or service or to process a user's order."
13	1	
14	1	Useof Personally Identifiable Information
15	1	
16	1	Personallyidentifiable information is used internally by Camel Games to deliver, developand improve products, content and services, to which users have subscribed, andto answer users' requests. In addition, Camel Games may allow third partiesperforming services under contract with Camel Games, such as order or paymentprocessors or merchandise warehouse and fulfillment services, located in andoutside the European Union, to access and use personally identifiableinformation, but only to the extent necessary to provide those services.
17	1	
18	1	CamelGames may use personally identifiable information provided by users to sendthem information about Camel Games, including news about product updates,contests, events, and other promotional materials, but only if the users agreeto receive such communications. Camel Games will not share any personallyidentifiable information with third parties for marketing purposes without yourconsent.
19	1	
20	1	Whenyou create a Camel account, Camel Games may collects a user's email address andusername, and at the user's option, first and last name. Depending on theirsettings, users agree that some of this information may be searchable andavailable to other users within Camel. Camel Games has no obligation to keepprivate personally identifiable information that a user makes available toother users via Camel or other Camel Games software, such as in multiplayerchat or other public functions.
21	1	
